"Input.name","Standardized.name","Formula","Exact.mass","Super.class","Main.class","Sub.class","PubChem_CID","ChEBI_ID","HMDB_ID","LM_ID","KEGG_ID","INCHI_KEY","RefMet_ID"
"Myricetin","Myricetin","C15H10O8","318.0376","Polyketides","Flavonoids","Flavones and Flavonols","5281672","18152","HMDB0002755","LMPK12110001","C10107","IKMDFBPHZNJCSN-UHFFFAOYSA-N","RM0135234"
"Myricetin","Myricetin","C15H10O8","318.0376","Polyketides","Flavonoids","Flavones and Flavonols","5281672","18152","HMDB0002755","LMPK12110001","C10107","IKMDFBPHZNJCSN-UHFFFAOYSA-N","RM0135234"
"Myricetin","Myricetin","C15H10O8","318.0376","Polyketides","Flavonoids","Flavones and Flavonols","5281672","18152","HMDB0002755","LMPK12110001","C10107","IKMDFBPHZNJCSN-UHFFFAOYSA-N","RM0135234"
"Myristic acid","Myristic acid","C14H28O2","228.2089","Fatty Acyls","Fatty acids","Saturated FA","11005","28875","HMDB0000806","LMFA01010014","C06424","TUNFSRHWOTWDNC-UHFFFAOYSA-N","RM0153483"
"Myristic acid","Myristic acid","C14H28O2","228.2089","Fatty Acyls","Fatty acids","Saturated FA","11005","28875","HMDB0000806","LMFA01010014","C06424","TUNFSRHWOTWDNC-UHFFFAOYSA-N","RM0153483"
"Myristic acid","Myristic acid","C14H28O2","228.2089","Fatty Acyls","Fatty acids","Saturated FA","11005","28875","HMDB0000806","LMFA01010014","C06424","TUNFSRHWOTWDNC-UHFFFAOYSA-N","RM0153483"
"N1,N12-Diacetylspermine","N1,N12-Diacetylspermine","C14H30N4O2","286.2369","Alkaloids","Ornithine alkaloids","Polyamines","132680","28101","HMDB0002172",NA,"C03413","NPDTUDWGJMBVEP-UHFFFAOYSA-N","RM0040292"
"N1,N12-Diacetylspermine","N1,N12-Diacetylspermine","C14H30N4O2","286.2369","Alkaloids","Ornithine alkaloids","Polyamines","132680","28101","HMDB0002172",NA,"C03413","NPDTUDWGJMBVEP-UHFFFAOYSA-N","RM0040292"
"N1,N12-Diacetylspermine","N1,N12-Diacetylspermine","C14H30N4O2","286.2369","Alkaloids","Ornithine alkaloids","Polyamines","132680","28101","HMDB0002172",NA,"C03413","NPDTUDWGJMBVEP-UHFFFAOYSA-N","RM0040292"
"N1,N8-diacetylspermidine","N1,N8-Diacetylspermidine","C11H23N3O2","229.179","Alkaloids","Ornithine alkaloids","Polyamines","389613","139328","HMDB0041947",NA,NA,"BKCVMAZDKFQPHB-UHFFFAOYSA-N","RM0020382"
"N1,N8-diacetylspermidine","N1,N8-Diacetylspermidine","C11H23N3O2","229.179","Alkaloids","Ornithine alkaloids","Polyamines","389613","139328","HMDB0041947",NA,NA,"BKCVMAZDKFQPHB-UHFFFAOYSA-N","RM0020382"
"N1,N8-diacetylspermidine","N1,N8-Diacetylspermidine","C11H23N3O2","229.179","Alkaloids","Ornithine alkaloids","Polyamines","389613","139328","HMDB0041947",NA,NA,"BKCVMAZDKFQPHB-UHFFFAOYSA-N","RM0020382"
"N1-Acetylspermine","N1-Acetylspermine","C12H28N4O","244.2263","Alkaloids","Ornithine alkaloids","Polyamines","916","17312","HMDB0001186",NA,"C02567","GUNURVWAJRRUAV-UHFFFAOYSA-N","RM0136069"
"N1-Acetylspermine","N1-Acetylspermine","C12H28N4O","244.2263","Alkaloids","Ornithine alkaloids","Polyamines","916","17312","HMDB0001186",NA,"C02567","GUNURVWAJRRUAV-UHFFFAOYSA-N","RM0136069"
"N1-Acetylspermine","N1-Acetylspermine","C12H28N4O","244.2263","Alkaloids","Ornithine alkaloids","Polyamines","916","17312","HMDB0001186",NA,"C02567","GUNURVWAJRRUAV-UHFFFAOYSA-N","RM0136069"
"N1-Acetylspermidine","N1-Acetylspermidine","C9H21N3O","187.1685","Alkaloids","Ornithine alkaloids","Polyamines","496","17927","HMDB0001276",NA,"C00612","MQTAVJHICJWXBR-UHFFFAOYSA-N","RM0053025"
"N1-Acetylspermidine","N1-Acetylspermidine","C9H21N3O","187.1685","Alkaloids","Ornithine alkaloids","Polyamines","496","17927","HMDB0001276",NA,"C00612","MQTAVJHICJWXBR-UHFFFAOYSA-N","RM0053025"
"N1-Acetylspermidine","N1-Acetylspermidine","C9H21N3O","187.1685","Alkaloids","Ornithine alkaloids","Polyamines","496","17927","HMDB0001276",NA,"C00612","MQTAVJHICJWXBR-UHFFFAOYSA-N","RM0053025"
"N-Acetylasparagine","N-Acetylasparagine","C6H10N2O4","174.0641","Organic acids","Amino acids and peptides","Amino acids","99715","139582","HMDB0006028",NA,NA,"HXFOXFJUNFFYMO-BYPYZUCNSA-N","RM0136298"
"N-Acetylasparagine","N-Acetylasparagine","C6H10N2O4","174.0641","Organic acids","Amino acids and peptides","Amino acids","99715","139582","HMDB0006028",NA,NA,"HXFOXFJUNFFYMO-BYPYZUCNSA-N","RM0136298"
"N-Acetylasparagine","N-Acetylasparagine","C6H10N2O4","174.0641","Organic acids","Amino acids and peptides","Amino acids","99715","139582","HMDB0006028",NA,NA,"HXFOXFJUNFFYMO-BYPYZUCNSA-N","RM0136298"
"N-Acetylaspartic acid","N-Acetylaspartic acid","C6H9NO5","175.0481","Organic acids","Amino acids and peptides","Amino acids","65065","21547","HMDB0000812",NA,"C01042","OTCCIMWXFLJLIA-BYPYZUCNSA-N","RM0136005"
"N-Acetylaspartic acid","N-Acetylaspartic acid","C6H9NO5","175.0481","Organic acids","Amino acids and peptides","Amino acids","65065","21547","HMDB0000812",NA,"C01042","OTCCIMWXFLJLIA-BYPYZUCNSA-N","RM0136005"
"N-Acetylaspartic acid","N-Acetylaspartic acid","C6H9NO5","175.0481","Organic acids","Amino acids and peptides","Amino acids","65065","21547","HMDB0000812",NA,"C01042","OTCCIMWXFLJLIA-BYPYZUCNSA-N","RM0136005"
"N-Acetyl-Asp-Glu","N-Acetyl-Asp-Glu","C11H16N2O8","304.0907","Organic acids","Amino acids and peptides","Dipeptides","71120","191259","HMDB0001067",NA,"C12270","OPVPGKGADVGKTG-NKWVEPMBSA-N","RM0027165"
"N-Acetyl-Asp-Glu","N-Acetyl-Asp-Glu","C11H16N2O8","304.0907","Organic acids","Amino acids and peptides","Dipeptides","71120","191259","HMDB0001067",NA,"C12270","OPVPGKGADVGKTG-NKWVEPMBSA-N","RM0027165"
"N-Acetyl-Asp-Glu","N-Acetyl-Asp-Glu","C11H16N2O8","304.0907","Organic acids","Amino acids and peptides","Dipeptides","71120","191259","HMDB0001067",NA,"C12270","OPVPGKGADVGKTG-NKWVEPMBSA-N","RM0027165"
"N-Acetylcysteine","N-Acetylcysteine","C5H9NO3S","163.0303","Organic acids","Amino acids and peptides","Amino acids","12035","28939","HMDB0001890",NA,"C06809","PWKSKIMOESPYIA-BYPYZUCNSA-N","RM0129928"
"N-Acetylcysteine","N-Acetylcysteine","C5H9NO3S","163.0303","Organic acids","Amino acids and peptides","Amino acids","12035","28939","HMDB0001890",NA,"C06809","PWKSKIMOESPYIA-BYPYZUCNSA-N","RM0129928"
"N-Acetylcysteine","N-Acetylcysteine","C5H9NO3S","163.0303","Organic acids","Amino acids and peptides","Amino acids","12035","28939","HMDB0001890",NA,"C06809","PWKSKIMOESPYIA-BYPYZUCNSA-N","RM0129928"
"N-Acetylglutamic acid","N-Acetylglutamic acid","C7H11NO5","189.0637","Organic acids","Amino acids and peptides","Amino acids","70914","17533","HMDB0001138",NA,"C00624","RFMMMVDNIPUKGG-YFKPBYRVSA-N","RM0136738"
"N-Acetylglutamic acid","N-Acetylglutamic acid","C7H11NO5","189.0637","Organic acids","Amino acids and peptides","Amino acids","70914","17533","HMDB0001138",NA,"C00624","RFMMMVDNIPUKGG-YFKPBYRVSA-N","RM0136738"
"N-Acetylglutamic acid","N-Acetylglutamic acid","C7H11NO5","189.0637","Organic acids","Amino acids and peptides","Amino acids","70914","17533","HMDB0001138",NA,"C00624","RFMMMVDNIPUKGG-YFKPBYRVSA-N","RM0136738"
"N-Acetylglycine","N-Acetylglycine","C4H7NO3","117.0426","Organic acids","Amino acids and peptides","Amino acids","10972","40410","HMDB0000532",NA,NA,"OKJIRPAQVSHGFK-UHFFFAOYSA-N","RM0135964"
"N-Acetylglycine","N-Acetylglycine","C4H7NO3","117.0426","Organic acids","Amino acids and peptides","Amino acids","10972","40410","HMDB0000532",NA,NA,"OKJIRPAQVSHGFK-UHFFFAOYSA-N","RM0135964"
"N-Acetylglycine","N-Acetylglycine","C4H7NO3","117.0426","Organic acids","Amino acids and peptides","Amino acids","10972","40410","HMDB0000532",NA,NA,"OKJIRPAQVSHGFK-UHFFFAOYSA-N","RM0135964"
"N-Acetylleucine","N-Acetylleucine","C8H15NO3","173.1052","Organic acids","Amino acids and peptides","Amino acids","70912","17786","HMDB0011756",NA,"C02710","WXNXCEHXYPACJF-ZETCQYMHSA-N","RM0136362"
"N-Acetylleucine","N-Acetylleucine","C8H15NO3","173.1052","Organic acids","Amino acids and peptides","Amino acids","70912","17786","HMDB0011756",NA,"C02710","WXNXCEHXYPACJF-ZETCQYMHSA-N","RM0136362"
"N-Acetylleucine","N-Acetylleucine","C8H15NO3","173.1052","Organic acids","Amino acids and peptides","Amino acids","70912","17786","HMDB0011756",NA,"C02710","WXNXCEHXYPACJF-ZETCQYMHSA-N","RM0136362"
"N-Acetylmethionine","N-Acetylmethionine","C7H13NO3S","191.0616","Organic acids","Amino acids and peptides","Amino acids","448580","21557","HMDB0011745",NA,"C02712","XUYPXLNMDZIRQH-LURJTMIESA-N","RM0161627"
"N-Acetylmethionine","N-Acetylmethionine","C7H13NO3S","191.0616","Organic acids","Amino acids and peptides","Amino acids","448580","21557","HMDB0011745",NA,"C02712","XUYPXLNMDZIRQH-LURJTMIESA-N","RM0161627"
"N-Acetylmethionine","N-Acetylmethionine","C7H13NO3S","191.0616","Organic acids","Amino acids and peptides","Amino acids","448580","21557","HMDB0011745",NA,"C02712","XUYPXLNMDZIRQH-LURJTMIESA-N","RM0161627"
"N-Acetylneuraminic acid","N-Acetylneuraminic acid","C11H19NO9","309.106","Carbohydrates","Monosaccharides","Sugar acids","445063","45744","HMDB0000230",NA,"C19910","SQVRNKJHWKZAKO-PFQGKNLYSA-N","RM0135920"
"N-Acetylneuraminic acid","N-Acetylneuraminic acid","C11H19NO9","309.106","Carbohydrates","Monosaccharides","Sugar acids","445063","45744","HMDB0000230",NA,"C19910","SQVRNKJHWKZAKO-PFQGKNLYSA-N","RM0135920"
"N-Acetylneuraminic acid","N-Acetylneuraminic acid","C11H19NO9","309.106","Carbohydrates","Monosaccharides","Sugar acids","445063","45744","HMDB0000230",NA,"C19910","SQVRNKJHWKZAKO-PFQGKNLYSA-N","RM0135920"
"N-Acetylphenylalanine","N-Acetylphenylalanine","C11H13NO3","207.0895","Organic acids","Amino acids and peptides","Amino acids","74839","16259","HMDB0000512",NA,"C03519","CBQJSKKFNMDLON-JTQLQIEISA-N","RM0138929"
"N-Acetylphenylalanine","N-Acetylphenylalanine","C11H13NO3","207.0895","Organic acids","Amino acids and peptides","Amino acids","74839","16259","HMDB0000512",NA,"C03519","CBQJSKKFNMDLON-JTQLQIEISA-N","RM0138929"
"N-Acetylphenylalanine","N-Acetylphenylalanine","C11H13NO3","207.0895","Organic acids","Amino acids and peptides","Amino acids","74839","16259","HMDB0000512",NA,"C03519","CBQJSKKFNMDLON-JTQLQIEISA-N","RM0138929"
"N-Acetyl-proline","N-Acetyl-proline","C7H11NO3","157.0739","Organic acids","Amino acids and peptides","Amino acids","322640","165873","HMDB0242126",NA,NA,"GNMSLDIYJOSUSW-UHFFFAOYSA-N","RM0010441"
"N-Acetyl-proline","N-Acetyl-proline","C7H11NO3","157.0739","Organic acids","Amino acids and peptides","Amino acids","322640","165873","HMDB0242126",NA,NA,"GNMSLDIYJOSUSW-UHFFFAOYSA-N","RM0010441"
"N-Acetyl-proline","N-Acetyl-proline","C7H11NO3","157.0739","Organic acids","Amino acids and peptides","Amino acids","322640","165873","HMDB0242126",NA,NA,"GNMSLDIYJOSUSW-UHFFFAOYSA-N","RM0010441"
"N-Acetyltyrosine","N-Acetyltyrosine","C11H13NO4","223.0845","Organic acids","Amino acids and peptides","Amino acids","68310","21563","HMDB0000866",NA,"C01657","CAHKINHBCWCHCF-JTQLQIEISA-N","RM0136012"
"N-Acetyltyrosine","N-Acetyltyrosine","C11H13NO4","223.0845","Organic acids","Amino acids and peptides","Amino acids","68310","21563","HMDB0000866",NA,"C01657","CAHKINHBCWCHCF-JTQLQIEISA-N","RM0136012"
"N-Acetyltyrosine","N-Acetyltyrosine","C11H13NO4","223.0845","Organic acids","Amino acids and peptides","Amino acids","68310","21563","HMDB0000866",NA,"C01657","CAHKINHBCWCHCF-JTQLQIEISA-N","RM0136012"
"N-Acetylvaline","N-Acetylvaline","C7H13NO3","159.0895","Organic acids","Amino acids and peptides","Amino acids","227752","169985","HMDB0011757",NA,NA,"IHYJTAOFMMMOPX-UHFFFAOYSA-N","RM0013320"
"N-Acetylvaline","N-Acetylvaline","C7H13NO3","159.0895","Organic acids","Amino acids and peptides","Amino acids","227752","169985","HMDB0011757",NA,NA,"IHYJTAOFMMMOPX-UHFFFAOYSA-N","RM0013320"
"N-Acetylvaline","N-Acetylvaline","C7H13NO3","159.0895","Organic acids","Amino acids and peptides","Amino acids","227752","169985","HMDB0011757",NA,NA,"IHYJTAOFMMMOPX-UHFFFAOYSA-N","RM0013320"
"Naringenin","Naringenin","C15H12O5","272.0685","Polyketides","Flavonoids","Flavanones","439246","17846","HMDB0002670","LMPK12140001","C00509","FTVWIRXFELQLPI-ZDUSSCGKSA-N","RM0128467"
"Naringenin","Naringenin","C15H12O5","272.0685","Polyketides","Flavonoids","Flavanones","439246","17846","HMDB0002670","LMPK12140001","C00509","FTVWIRXFELQLPI-ZDUSSCGKSA-N","RM0128467"
"Naringenin","Naringenin","C15H12O5","272.0685","Polyketides","Flavonoids","Flavanones","439246","17846","HMDB0002670","LMPK12140001","C00509","FTVWIRXFELQLPI-ZDUSSCGKSA-N","RM0128467"
"Nicotinic acid","Nicotinic acid","C6H5NO2","123.032","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","938","15940","HMDB0001488",NA,"C00253","PVNIIMVLHYAWGP-UHFFFAOYSA-N","RM0156700"
"Nicotinic acid","Nicotinic acid","C6H5NO2","123.032","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","938","15940","HMDB0001488",NA,"C00253","PVNIIMVLHYAWGP-UHFFFAOYSA-N","RM0156700"
"Nicotinic acid","Nicotinic acid","C6H5NO2","123.032","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","938","15940","HMDB0001488",NA,"C00253","PVNIIMVLHYAWGP-UHFFFAOYSA-N","RM0156700"
"Nicotinuric acid","Nicotinuric acid","C8H8N2O3","180.0535","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","68499","7563","HMDB0003269",NA,"C05380","ZBSGKPYXQINNGF-UHFFFAOYSA-N","RM0162074"
"Nicotinuric acid","Nicotinuric acid","C8H8N2O3","180.0535","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","68499","7563","HMDB0003269",NA,"C05380","ZBSGKPYXQINNGF-UHFFFAOYSA-N","RM0162074"
"Nicotinuric acid","Nicotinuric acid","C8H8N2O3","180.0535","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","68499","7563","HMDB0003269",NA,"C05380","ZBSGKPYXQINNGF-UHFFFAOYSA-N","RM0162074"
"N-Methylnicotinamide","N-Methylnicotinamide","C7H8N2O","136.0637","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","64950","64399","HMDB0003152",NA,NA,"ZYVXHFWBYUDDBM-UHFFFAOYSA-N","RM0136209"
"N-Methylnicotinamide","N-Methylnicotinamide","C7H8N2O","136.0637","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","64950","64399","HMDB0003152",NA,NA,"ZYVXHFWBYUDDBM-UHFFFAOYSA-N","RM0136209"
"N-Methylnicotinamide","N-Methylnicotinamide","C7H8N2O","136.0637","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","64950","64399","HMDB0003152",NA,NA,"ZYVXHFWBYUDDBM-UHFFFAOYSA-N","RM0136209"
"N-Methylphenethylamine","N-Methylphenethylamine","C9H13N","135.1048","Alkaloids","Tyrosine alkaloids","Phenylethylamines","11503",NA,"HMDB0303319",NA,NA,"SASNBVQSOZSTPD-UHFFFAOYSA-N","RM0042927"
"N-Methylphenethylamine","N-Methylphenethylamine","C9H13N","135.1048","Alkaloids","Tyrosine alkaloids","Phenylethylamines","11503",NA,"HMDB0303319",NA,NA,"SASNBVQSOZSTPD-UHFFFAOYSA-N","RM0042927"
"N-Methylphenethylamine","N-Methylphenethylamine","C9H13N","135.1048","Alkaloids","Tyrosine alkaloids","Phenylethylamines","11503",NA,"HMDB0303319",NA,NA,"SASNBVQSOZSTPD-UHFFFAOYSA-N","RM0042927"
"O-Acetyl-homoserine","O-Acetyl-homoserine","C6H11NO4","161.0688","Organic acids","Amino acids and peptides","Amino acids","439389","16288","HMDB0029423",NA,NA,"FCXZBWSIAGGPCB-YFKPBYRVSA-N","RM0132214"
"O-Acetyl-homoserine","O-Acetyl-homoserine","C6H11NO4","161.0688","Organic acids","Amino acids and peptides","Amino acids","439389","16288","HMDB0029423",NA,NA,"FCXZBWSIAGGPCB-YFKPBYRVSA-N","RM0132214"
"O-Acetyl-homoserine","O-Acetyl-homoserine","C6H11NO4","161.0688","Organic acids","Amino acids and peptides","Amino acids","439389","16288","HMDB0029423",NA,NA,"FCXZBWSIAGGPCB-YFKPBYRVSA-N","RM0132214"
"CAR 18:1","CAR 18:1","C25H47NO4","425.3505","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,"RM0153915"
"CAR 18:1","CAR 18:1","C25H47NO4","425.3505","Fatty Acyls","Fatty esters","Acyl carnitines",NA,NA,NA,NA,NA,NA,"RM0153915"
"Palmitic acid","Palmitic acid","C16H32O2","256.2402","Fatty Acyls","Fatty acids","Saturated FA","985","15756","HMDB0000220","LMFA01010001","C00249","IPCSVZSSVZVIGE-UHFFFAOYSA-N","RM0153571"
"Palmitic acid","Palmitic acid","C16H32O2","256.2402","Fatty Acyls","Fatty acids","Saturated FA","985","15756","HMDB0000220","LMFA01010001","C00249","IPCSVZSSVZVIGE-UHFFFAOYSA-N","RM0153571"
"Palmitic acid","Palmitic acid","C16H32O2","256.2402","Fatty Acyls","Fatty acids","Saturated FA","985","15756","HMDB0000220","LMFA01010001","C00249","IPCSVZSSVZVIGE-UHFFFAOYSA-N","RM0153571"
"CAR 16:0","CAR 16:0","C23H45NO4","399.3349","Fatty Acyls","Fatty esters","Acyl carnitines","11953816","17490","HMDB0000222","LMFA07070004","C02990","XOMRRQXKHMYMOC-OAQYLSRUSA-N","RM0153848"
"CAR 16:0","CAR 16:0","C23H45NO4","399.3349","Fatty Acyls","Fatty esters","Acyl carnitines","11953816","17490","HMDB0000222","LMFA07070004","C02990","XOMRRQXKHMYMOC-OAQYLSRUSA-N","RM0153848"
"CAR 16:0","CAR 16:0","C23H45NO4","399.3349","Fatty Acyls","Fatty esters","Acyl carnitines","11953816","17490","HMDB0000222","LMFA07070004","C02990","XOMRRQXKHMYMOC-OAQYLSRUSA-N","RM0153848"
"Phenylacetylglycine","Phenylacetylglycine","C10H11NO3","193.0739","Organic acids","Amino acids and peptides","Amino acids","68144","27480","HMDB0000821",NA,"C05598","UTYVDVLMYQPLQB-UHFFFAOYSA-N","RM0012731"
"Phenylacetylglycine","Phenylacetylglycine","C10H11NO3","193.0739","Organic acids","Amino acids and peptides","Amino acids","68144","27480","HMDB0000821",NA,"C05598","UTYVDVLMYQPLQB-UHFFFAOYSA-N","RM0012731"
"Phenylacetylglycine","Phenylacetylglycine","C10H11NO3","193.0739","Organic acids","Amino acids and peptides","Amino acids","68144","27480","HMDB0000821",NA,"C05598","UTYVDVLMYQPLQB-UHFFFAOYSA-N","RM0012731"
"Phosphoethanolamine","Phosphoethanolamine","C2H8NO4P","141.0191","Organic acids","Phosphate esters","Phosphoethanolamines","1015","17553","HMDB0000224",NA,"C00346","SUHOOTKUPISOBE-UHFFFAOYSA-N","RM0060581"
"Phosphoethanolamine","Phosphoethanolamine","C2H8NO4P","141.0191","Organic acids","Phosphate esters","Phosphoethanolamines","1015","17553","HMDB0000224",NA,"C00346","SUHOOTKUPISOBE-UHFFFAOYSA-N","RM0060581"
"Phosphoethanolamine","Phosphoethanolamine","C2H8NO4P","141.0191","Organic acids","Phosphate esters","Phosphoethanolamines","1015","17553","HMDB0000224",NA,"C00346","SUHOOTKUPISOBE-UHFFFAOYSA-N","RM0060581"
"Pipecolic acid","Pipecolic acid","C6H11NO2","129.079","Organic acids","Amino acids and peptides","Amino acids","439227","30913","HMDB0000716",NA,"C00408","HXEACLLIILLPRG-YFKPBYRVSA-N","RM0135981"
"Pipecolic acid","Pipecolic acid","C6H11NO2","129.079","Organic acids","Amino acids and peptides","Amino acids","439227","30913","HMDB0000716",NA,"C00408","HXEACLLIILLPRG-YFKPBYRVSA-N","RM0135981"
"Pipecolic acid","Pipecolic acid","C6H11NO2","129.079","Organic acids","Amino acids and peptides","Amino acids","439227","30913","HMDB0000716",NA,"C00408","HXEACLLIILLPRG-YFKPBYRVSA-N","RM0135981"
"Protocatechuic acid","Protocatechuic acid","C7H6O4","154.0266","Benzenoids","Benzenes","Hydroxybenzoic acids","72","36062","HMDB0001856",NA,"C00230","YQUVCSBJEUQKSH-UHFFFAOYSA-N","RM0043223"
"Protocatechuic acid","Protocatechuic acid","C7H6O4","154.0266","Benzenoids","Benzenes","Hydroxybenzoic acids","72","36062","HMDB0001856",NA,"C00230","YQUVCSBJEUQKSH-UHFFFAOYSA-N","RM0043223"
"Protocatechuic acid","Protocatechuic acid","C7H6O4","154.0266","Benzenoids","Benzenes","Hydroxybenzoic acids","72","36062","HMDB0001856",NA,"C00230","YQUVCSBJEUQKSH-UHFFFAOYSA-N","RM0043223"
"Uridine","Uridine","C9H12N2O6","244.0695","Nucleic acids","Pyrimidines","Pyrimidine ribonucleosides","6029","16704","HMDB0000296",NA,"C00299","DRTQHJPVMGBUCF-XVFCMESISA-N","RM0135933"
"Uridine","Uridine","C9H12N2O6","244.0695","Nucleic acids","Pyrimidines","Pyrimidine ribonucleosides","6029","16704","HMDB0000296",NA,"C00299","DRTQHJPVMGBUCF-XVFCMESISA-N","RM0135933"
"Uridine","Uridine","C9H12N2O6","244.0695","Nucleic acids","Pyrimidines","Pyrimidine ribonucleosides","6029","16704","HMDB0000296",NA,"C00299","DRTQHJPVMGBUCF-XVFCMESISA-N","RM0135933"
"4-{[(2-amino-4-hydroxypteridin-6-yl)methyl]amino}benzoic acid","4-{[(2-amino-4-hydroxypteridin-6-yl)methyl]amino}benzoic acid","C14H12N6O3","312.097088","Organoheterocyclic compounds [C0000002]","Pteridines and derivatives [C0000109]","Pterins and derivatives [C0000110]","135398749","27623","HMDB0256914",NA,NA,"JOAQINSXLLMRCV-UHFFFAOYSA-N","51394"
"4-{[(2-amino-4-hydroxypteridin-6-yl)methyl]amino}benzoic acid","4-{[(2-amino-4-hydroxypteridin-6-yl)methyl]amino}benzoic acid","C14H12N6O3","312.097088","Organoheterocyclic compounds [C0000002]","Pteridines and derivatives [C0000109]","Pterins and derivatives [C0000110]","135398749","27623","HMDB0256914",NA,NA,"JOAQINSXLLMRCV-UHFFFAOYSA-N","51394"
"4-{[(2-amino-4-hydroxypteridin-6-yl)methyl]amino}benzoic acid","4-{[(2-amino-4-hydroxypteridin-6-yl)methyl]amino}benzoic acid","C14H12N6O3","312.097088","Organoheterocyclic compounds [C0000002]","Pteridines and derivatives [C0000109]","Pterins and derivatives [C0000110]","135398749","27623","HMDB0256914",NA,NA,"JOAQINSXLLMRCV-UHFFFAOYSA-N","51394"
"Niacinamide","Niacinamide","C6H6N2O","122.048","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","936","17154","HMDB0001406",NA,"C00153","DFPAKSUCGFBDDF-UHFFFAOYSA-N","RM0156450"
"Niacinamide","Niacinamide","C6H6N2O","122.048","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","936","17154","HMDB0001406",NA,"C00153","DFPAKSUCGFBDDF-UHFFFAOYSA-N","RM0156450"
"Niacinamide","Niacinamide","C6H6N2O","122.048","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","936","17154","HMDB0001406",NA,"C00153","DFPAKSUCGFBDDF-UHFFFAOYSA-N","RM0156450"
"Pyridoxal","Pyridoxal","C8H9NO3","167.0582","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","1050","17310","HMDB0001545",NA,"C00250","RADKZDMFGJYCBB-UHFFFAOYSA-N","RM0156676"
"Pyridoxal","Pyridoxal","C8H9NO3","167.0582","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","1050","17310","HMDB0001545",NA,"C00250","RADKZDMFGJYCBB-UHFFFAOYSA-N","RM0156676"
"Pyridoxal","Pyridoxal","C8H9NO3","167.0582","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","1050","17310","HMDB0001545",NA,"C00250","RADKZDMFGJYCBB-UHFFFAOYSA-N","RM0156676"
"Quercetin","Quercetin","C15H10O7","302.0427","Polyketides","Flavonoids","Flavones and Flavonols","5280343","16243","HMDB0005794","LMPK12110004","C00389","REFJWTPEDVJJIY-UHFFFAOYSA-N","RM0135167"
"Quercetin","Quercetin","C15H10O7","302.0427","Polyketides","Flavonoids","Flavones and Flavonols","5280343","16243","HMDB0005794","LMPK12110004","C00389","REFJWTPEDVJJIY-UHFFFAOYSA-N","RM0135167"
"Quercetin","Quercetin","C15H10O7","302.0427","Polyketides","Flavonoids","Flavones and Flavonols","5280343","16243","HMDB0005794","LMPK12110004","C00389","REFJWTPEDVJJIY-UHFFFAOYSA-N","RM0135167"
"Quinaldic acid","Quinaldic acid","C10H7NO2","173.0477","Alkaloids","Anthranilic acid alkaloids","Acridone alkaloids","7124","18386","HMDB0000842",NA,"C06325","LOAUVZALPPNFOQ-UHFFFAOYSA-N","RM0162650"
"Quinaldic acid","Quinaldic acid","C10H7NO2","173.0477","Alkaloids","Anthranilic acid alkaloids","Acridone alkaloids","7124","18386","HMDB0000842",NA,"C06325","LOAUVZALPPNFOQ-UHFFFAOYSA-N","RM0162650"
"Quinaldic acid","Quinaldic acid","C10H7NO2","173.0477","Alkaloids","Anthranilic acid alkaloids","Acridone alkaloids","7124","18386","HMDB0000842",NA,"C06325","LOAUVZALPPNFOQ-UHFFFAOYSA-N","RM0162650"
"Quinolinic acid","Quinolinic acid","C7H5NO4","167.0219","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","1066","16675","HMDB0000232",NA,"C03722","GJAWHXHKYYXBSV-UHFFFAOYSA-N","RM0135916"
"Quinolinic acid","Quinolinic acid","C7H5NO4","167.0219","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","1066","16675","HMDB0000232",NA,"C03722","GJAWHXHKYYXBSV-UHFFFAOYSA-N","RM0135916"
"Quinolinic acid","Quinolinic acid","C7H5NO4","167.0219","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","1066","16675","HMDB0000232",NA,"C03722","GJAWHXHKYYXBSV-UHFFFAOYSA-N","RM0135916"
"Resveratrol","Resveratrol","C14H12O3","228.0786","Polyketides","Aromatic polyketides","Stilbenes","445154","45713","HMDB0003747","LMPK13090005","C03582","LUKBXSAWLPMMSZ-OWOJBTEDSA-N","RM0135294"
